class,tweet
1,never realize the precious time you bitch niggas is wasting
1,freaky ass ready ass hoes
1,these hoes got more bodies than a cemetery
1,bobby bitch bobby bitch
2,brown colored eyes are really blue under a layer of melanin
1,people getting called all types of bitches over music lol you know how ridiculous that is
1,you got to be a pathetic bitch to ride by another females house looking for a nigga that are not yours smh
1,i do not understand how bitches find the time to worry about what another bitch is doing
1,why do these hoes think it is cute to take pictures kissing eachother gaggggg
0,smh nigga is mildly retarded lmfao if griff wasn injuries we legit be
1,hell yea save money like a hoe
1,that hoe is live though
1,i do not care about none of these bitches
1,r i p to the hoes dying for attention
1,once a hoe always a hoe
1,if a bitch think i am worried about her that bitch overthinking
1,bottles bitches
1,i am against feminism i think men and women should be equal a bitch that do not know shit about feminism
1,lol for what lol you dissing us shut up bitch
1,pick hoe let us gooo
1,me baby i cooked bae what is for dinner me that bitch you been texting
1,are not no we in this bitch
1,if a bitch tweeting about a nigga and he saying he do not mess with her he is lying that bitch are not tweeting for nothing
2,need some ice cream and oreos
1,only the basic bitches put on for twitter
1,i hate when boys keep chasing a bitch that treat them like they any nigga
1,when niggas try to act hard but really be bitch made
1,you messin with broke niggahs you gon be broke niggah nigga preeeeeeeach
1,been trynna catch up witchu pussy
1,i do not be fucking with nobody because most of these bitches got fake in they blood niggas
1,when you thinking about killing a bitch
1,brandon jennings easily got the coldest bitch ever damn near lol damn near that is fact
1,exactly do not be gettin no additional pussy for them soft ass tweets jus be you dude lol
1,woww now niggas cannot hit you bitches line and ask what you doin nomo
1,killing these bitches go body for body
1,i hate a bitch that acts like she cannot be single get your i need a man ass on
1,bro even with uno webo i still get more pussy than you
1,why does everybody drive like retards when it rains lol
0,you better pray i do not send your nudes out bitch
1,how many bitches have actually gone to the club in a mini skirt j s on questionoftheday
1,i want this bad bitch epidemic to be over so fast bruh fees cannot write a sentence with proper subject verb agreement now
1,i wish i was born in a different generation because you all just make my pussy bones hurt sicken ass children
1,where is d hoes
2,larry bird
1,niggas be out here loving all they hoes that is a no no
1,niggas bitches getting exposed
1,if you ask me every bitch gay true dat true dat
1,the same hoes is still at it
1,yea that hoe was rocking friday and last night
1,many lil bitty bitches
1,chill bitch
1,dudes a hoe had me laughin on my only pics
1,sum hoes be smoking to look cute bitch you better inhale that shit wasting weed
1,happy birthday to my chocolate brotha love you hoe
1,real bitches who really hungry will not be out here arguing with bitches on twitter straight flexin
1,to be honest but a niggah cannot have a normal conversation with someone lmao hoes will be hoes brian lol
1,when will you guys leave that childish pussy alone get that sophisticated pussy
1,bitches be fake af
1,hits blunt this hoe thought she was so dee
0,my inner nigger is coming out
1,fxck outta here hoe
1,dumb bitch i am singing to you bitch
1,this hoe never called me like she said
1,what is a bad bitch to a queen with goals
1,when you see a bitch that don like you look at you
1,it are not nothing to cut that bitch off
1,bitches be thinking they are soooo out here like no your just an everyday average instagram bitch
2,rich homie and bird man gone be at mansion tonight
1,bad bitch give me head like lice
1,side bxtches gettin lit up outchea you all birds better tighten up
1,i tell you anything on this bitch i better get a thank you fuck wrong w you dumb ass i want to be famous ass mixtapes cannot r
1,all these bitches fake if you ask me
1,nomatter how much i am feeling you you cannot compete with girls who throw the pussy i am just going to always take the l
1,miss ya too nigger
1,my sugar daddy is following this bitch fuckin hoe that use to be my friend this is bullshit
1,shi i do not want to rant b c my first impression would be that i am a such a bitch lmao
1,i hate a copy cat ass bitch monkey see monkey do ass bitch
1,nobody cares about kirk bosley no care bout my cousin hoe
1,st block bitch wassup
1,me nite bitches
1,hmu talmbout match but when i pull up its other niccas wit ya smfh shit like that kill me
1,i am a boss ass bitch
1,this is real life she want to give you pussy so bad she mad at you cus you fucking it up
1,sometime you got to shut down all tha fun and get tha rite get ugly on these hoes and eat
1,a hoe gone be a hoe and dats nd when a nigga broke them hoes act funny
1,swear me n zee da only niccas who are not got da update yet am right there wit cha bruh
1,you talking shit but yo pockets are not shit yo bitch are not shit yo life are not shit nigga you just a are not shit as nig
1,her pussy fatter than ya dick lmao
0,all these bitches niggaz with they imaginary haters
1,idc about your story if petey pablo said your name in freek a leek you automatically a hoe
1,heat lost medical marijuana got rejected rick scott got reelected i still have no hoes today s just been a bad day
1,out of every bitch in houston look good
1,hahahaha signs be funny than a bitch
1,heard a bitch say i am ugly but ha nigga thank different you say you mainline he do not treat me no different
1,ever want to text somebody and be like bitch die i hope you do not wake up you low down dirty muthafxcka
1,these bitch niggas could not live my cold life tyle
1,you all hoes love football
1,df bruh go wash the dishes in the sink then come upstairs and eat this pussy
1,fuck no id be gettin swole in there like everyday nigger
1,i swear it is the huge bitches that think they the baddest
1,i am going to cool as bitch so if a bitch do not like me it is a personal problem
1,this what most of you all hoes need to admit
1,on god i be thinking that lol people at school be showing me this nigguh videos i am like he famous oss
1,do not try nd play me i will hoe you harder
1,these hoes sad man
1,you all bitches be like looking
2,chris brown is trash
1,how you leave ya mans dead for a broke bitch most these rap niggas on some hoe shit
2,i asked to get me pink bunnies one time so he brought me yellow chicks
